File_name,Blur_Measure,Contrast_Measure,Brightness_Measure
ISIC_0024439.jpg,56.217,0.225,183.966
ISIC_0024440.jpg,62.852,0.225,205.872
ISIC_0024441.jpg,37.812,0.275,212.218
ISIC_0024442.jpg,58.936,0.2,223.099
ISIC_0024443.jpg,38.108,0.225,198.127
ISIC_0024444.jpg,87.387,0.275,204.739
ISIC_0024445.jpg,58.8,0.225,183.156
ISIC_0024446.jpg,56.149,0.175,148.43
ISIC_0024447.jpg,40.271,0.25,183.096
ISIC_0024448.jpg,33.301,0.15,170.33
ISIC_0024449.jpg,168.102,0.3,173.055
ISIC_0024450.jpg,138.216,0.375,203.782
ISIC_0024451.jpg,85.898,0.25,210.385
ISIC_0024452.jpg,65.607,0.175,207.475
ISIC_0024453.jpg,165.743,0.275,186.629
ISIC_0024454.jpg,40.474,0.175,192.938
ISIC_0024455.jpg,51.507,0.175,235.301
ISIC_0024456.jpg,71.067,0.2,216.476
ISIC_0024457.jpg,269.465,0.425,210.053
ISIC_0024458.jpg,138.613,0.3,170.402
ISIC_0024459.jpg,192.768,0.3,161.835
ISIC_0024460.jpg,132.751,0.2,198.225
ISIC_0024461.jpg,77.886,0.15,226.388
ISIC_0024462.jpg,224.087,0.325,190.035
ISIC_0024463.jpg,39.336,0.2,165.221
ISIC_0024464.jpg,70.211,0.275,203.694
ISIC_0024465.jpg,210.427,0.175,191.846
ISIC_0024466.jpg,94.883,0.225,184.364
ISIC_0024467.jpg,227.218,0.275,200.811
ISIC_0024468.jpg,65.952,0.2,234.105
ISIC_0024469.jpg,53.656,0.2,242.219
ISIC_0024470.jpg,53.64,0.225,178.368
ISIC_0024471.jpg,47.748,0.175,165.254
ISIC_0024472.jpg,79.529,0.2,201.266
ISIC_0024473.jpg,617.537,0.275,220.452
ISIC_0024474.jpg,69.958,0.25,194.647
ISIC_0024475.jpg,271.891,0.2,188.146
ISIC_0024476.jpg,68.38,0.225,190.655
ISIC_0024477.jpg,58.715,0.15,186.168
ISIC_0024478.jpg,48.128,0.275,241.695
ISIC_0024479.jpg,70.862,0.275,194.165
ISIC_0024480.jpg,43.637,0.225,166.869
ISIC_0024481.jpg,40.712,0.225,192.253
ISIC_0024482.jpg,157.022,0.3,186.27
ISIC_0024483.jpg,65.734,0.225,211.235
ISIC_0024484.jpg,127.273,0.25,225.391
ISIC_0024485.jpg,67.011,0.2,222.047
ISIC_0024486.jpg,49.539,0.25,226.436
ISIC_0024487.jpg,55.317,0.275,225.321
ISIC_0024488.jpg,65.071,0.15,226.691
ISIC_0024489.jpg,93.676,0.225,153.194
ISIC_0024490.jpg,138.126,0.35,169.606
ISIC_0024491.jpg,162.714,0.175,179.868
ISIC_0024492.jpg,176.73,0.225,187.263
ISIC_0024493.jpg,172.685,0.225,190.321
ISIC_0024494.jpg,57.771,0.4,209.083
ISIC_0024495.jpg,26.374,0.25,190.766
ISIC_0024496.jpg,145.317,0.275,176.66
ISIC_0024497.jpg,49.82,0.35,200.92
ISIC_0024498.jpg,110.767,0.375,205.236
ISIC_0024499.jpg,110.076,0.25,218.329
ISIC_0024500.jpg,60.354,0.275,203.298
ISIC_0024501.jpg,349.106,0.325,223.515
ISIC_0024502.jpg,53.165,0.225,205.352
ISIC_0024503.jpg,38.587,0.25,239.052
ISIC_0024504.jpg,160.254,0.3,201.901
ISIC_0024505.jpg,50.654,0.15,189.621
ISIC_0024506.jpg,63.999,0.275,232.17
ISIC_0024507.jpg,54.925,0.325,210.955
ISIC_0024508.jpg,127.945,0.3,188.658
ISIC_0024509.jpg,55.49,0.225,232.605
ISIC_0024510.jpg,52.32,0.225,203.987
ISIC_0024511.jpg,40.941,0.25,162.379
ISIC_0024512.jpg,47.203,0.225,213.457
ISIC_0024513.jpg,72.221,0.25,205.791
ISIC_0024514.jpg,51.729,0.325,209.285
ISIC_0024515.jpg,80.624,0.275,197.679
ISIC_0024516.jpg,57.434,0.25,178.124
ISIC_0024517.jpg,81.347,0.15,224.162
ISIC_0024518.jpg,101.032,0.35,186.295
ISIC_0024519.jpg,59.772,0.3,190.545
ISIC_0024520.jpg,51.265,0.35,201.525
ISIC_0024521.jpg,52.752,0.225,210.408
ISIC_0024522.jpg,52.476,0.125,179.678
ISIC_0024523.jpg,202.315,0.25,190.965
ISIC_0024524.jpg,133.987,0.375,214.131
ISIC_0024525.jpg,177.049,0.275,186.464
ISIC_0024526.jpg,87.177,0.225,192.078
ISIC_0024527.jpg,159.566,0.2,208.725
ISIC_0024528.jpg,62.397,0.175,226.971
ISIC_0024529.jpg,184.133,0.325,193.388
ISIC_0024530.jpg,238.05,0.2,226.214
ISIC_0024531.jpg,246.618,0.25,183.232
ISIC_0024532.jpg,79.132,0.175,229.202
ISIC_0024533.jpg,55.783,0.2,213.69
ISIC_0024534.jpg,228.323,0.325,219.86
ISIC_0024535.jpg,217.971,0.325,209.088
ISIC_0024536.jpg,77.82,0.225,210.228
ISIC_0024537.jpg,91.282,0.225,167.194
ISIC_0024538.jpg,100.484,0.35,226.018
ISIC_0024539.jpg,51.288,0.35,212.764
ISIC_0024540.jpg,36.46,0.275,161.876
ISIC_0024541.jpg,94.798,0.275,220.449
ISIC_0024542.jpg,76.169,0.2,226.354
ISIC_0024543.jpg,147.311,0.225,182.757
ISIC_0024544.jpg,165.98,0.225,216.275
ISIC_0024545.jpg,488.876,0.375,203.368
ISIC_0024546.jpg,79.26,0.225,194.454
ISIC_0024547.jpg,83.804,0.225,202.093
ISIC_0024548.jpg,163.429,0.2,215.451
ISIC_0024549.jpg,62.682,0.2,215.366
ISIC_0024550.jpg,93.054,0.25,197.395
ISIC_0024551.jpg,59.141,0.2,213.548
ISIC_0024552.jpg,93.63,0.275,173.973
ISIC_0024553.jpg,283.022,0.2,241.034
ISIC_0024554.jpg,123.448,0.15,198.794
ISIC_0024555.jpg,47.159,0.15,232.063
ISIC_0024556.jpg,151.327,0.15,209.716
ISIC_0024557.jpg,59.359,0.25,228.211
ISIC_0024558.jpg,85.035,0.275,218.155
ISIC_0024559.jpg,70.542,0.275,199.686
ISIC_0024560.jpg,40.453,0.3,181.499
ISIC_0024561.jpg,21.501,0.325,209.17
ISIC_0024562.jpg,352.48,0.3,214.132
ISIC_0024563.jpg,66.996,0.275,211.444
ISIC_0024564.jpg,35.243,0.125,214.63
ISIC_0024565.jpg,127.879,0.225,177.132
ISIC_0024566.jpg,28.763,0.2,189.808
ISIC_0024567.jpg,59.298,0.2,202.192
ISIC_0024568.jpg,52.331,0.25,223.195
ISIC_0024569.jpg,104.082,0.225,204.284
ISIC_0024570.jpg,58.165,0.2,236.841
ISIC_0024571.jpg,62.229,0.175,193.258
ISIC_0024572.jpg,55.021,0.125,198.43
ISIC_0024573.jpg,15.628,0.125,170.052
ISIC_0024574.jpg,58.0,0.2,236.59
ISIC_0024575.jpg,117.368,0.3,195.896
ISIC_0024576.jpg,58.712,0.25,217.524
ISIC_0024577.jpg,137.988,0.275,177.231
ISIC_0024578.jpg,27.19,0.15,189.356
ISIC_0024579.jpg,57.386,0.2,217.282
ISIC_0024580.jpg,191.918,0.35,236.792
ISIC_0024581.jpg,91.551,0.35,170.08
ISIC_0024582.jpg,129.938,0.2,207.344
ISIC_0024583.jpg,67.045,0.25,193.028
ISIC_0024584.jpg,195.192,0.25,201.912
ISIC_0024585.jpg,67.438,0.225,210.222
ISIC_0024586.jpg,117.172,0.325,194.384
ISIC_0024587.jpg,65.736,0.35,146.914
ISIC_0024588.jpg,60.551,0.2,195.135
ISIC_0024589.jpg,87.433,0.225,204.215
ISIC_0024590.jpg,40.71,0.125,196.045
ISIC_0024591.jpg,78.687,0.275,197.675
ISIC_0024592.jpg,150.282,0.325,134.109
ISIC_0024593.jpg,179.199,0.275,178.714
ISIC_0024594.jpg,50.312,0.25,206.572
ISIC_0024595.jpg,45.947,0.2,202.733
ISIC_0024596.jpg,56.774,0.45,229.665
ISIC_0024597.jpg,50.421,0.35,211.65
ISIC_0024598.jpg,456.75,0.375,221.862
ISIC_0024599.jpg,16.764,0.25,182.383
ISIC_0024600.jpg,54.587,0.15,229.837
ISIC_0024601.jpg,74.041,0.225,219.636
ISIC_0024602.jpg,37.742,0.35,165.35
ISIC_0024603.jpg,65.846,0.25,214.406
ISIC_0024604.jpg,110.228,0.15,188.813
ISIC_0024605.jpg,58.392,0.25,223.948
ISIC_0024606.jpg,103.721,0.2,201.578
ISIC_0024607.jpg,55.977,0.25,221.454
ISIC_0024608.jpg,171.083,0.35,187.525
ISIC_0024609.jpg,70.45,0.2,225.885
ISIC_0024610.jpg,66.937,0.25,225.433
ISIC_0024611.jpg,68.109,0.225,212.451
ISIC_0024612.jpg,79.077,0.25,194.432
ISIC_0024613.jpg,89.506,0.2,244.447
ISIC_0024614.jpg,54.631,0.25,230.506
ISIC_0024615.jpg,47.462,0.3,231.229
ISIC_0024616.jpg,157.447,0.2,190.353
ISIC_0024617.jpg,431.137,0.4,173.354
ISIC_0024618.jpg,83.949,0.275,161.557
ISIC_0024619.jpg,65.635,0.2,241.739
ISIC_0024620.jpg,22.426,0.2,180.268
ISIC_0024621.jpg,153.447,0.25,217.92
ISIC_0024622.jpg,67.135,0.25,217.99
ISIC_0024623.jpg,281.422,0.275,168.758
ISIC_0024624.jpg,179.38,0.325,153.561
ISIC_0024625.jpg,58.458,0.325,215.124
ISIC_0024626.jpg,125.622,0.275,161.782
ISIC_0024627.jpg,61.209,0.25,191.561
ISIC_0024628.jpg,46.883,0.15,226.088
ISIC_0024629.jpg,66.55,0.225,231.955
ISIC_0024630.jpg,303.579,0.35,179.495
ISIC_0024631.jpg,75.112,0.225,218.72
ISIC_0024632.jpg,41.041,0.175,201.87
ISIC_0024633.jpg,80.602,0.2,195.971
ISIC_0024634.jpg,70.225,0.175,200.249
ISIC_0024635.jpg,72.916,0.3,149.513
ISIC_0024636.jpg,193.525,0.275,200.213
ISIC_0024637.jpg,62.57,0.325,197.21
ISIC_0024638.jpg,82.234,0.3,229.284
ISIC_0024639.jpg,99.111,0.25,198.6
ISIC_0024640.jpg,150.357,0.35,137.307
ISIC_0024641.jpg,67.496,0.25,207.739
ISIC_0024642.jpg,48.011,0.325,186.437
ISIC_0024643.jpg,88.667,0.1,224.668
ISIC_0024644.jpg,74.989,0.325,153.24
ISIC_0024645.jpg,117.46,0.35,212.463
ISIC_0024646.jpg,37.495,0.125,203.3
ISIC_0024647.jpg,63.345,0.325,141.164
ISIC_0024648.jpg,57.788,0.225,231.795
ISIC_0024649.jpg,55.642,0.2,231.124
ISIC_0024650.jpg,81.179,0.3,219.288
ISIC_0024651.jpg,102.707,0.2,211.52
ISIC_0024652.jpg,150.106,0.25,169.286
ISIC_0024653.jpg,272.542,0.4,195.299
ISIC_0024654.jpg,136.813,0.35,162.442
ISIC_0024655.jpg,68.419,0.2,212.718
ISIC_0024656.jpg,105.255,0.225,217.78
ISIC_0024657.jpg,23.622,0.175,156.223
ISIC_0024658.jpg,49.271,0.35,203.924
ISIC_0024659.jpg,194.892,0.25,191.283
ISIC_0024660.jpg,72.457,0.225,226.729
ISIC_0024661.jpg,145.442,0.225,213.868
ISIC_0024662.jpg,166.027,0.275,200.606
ISIC_0024663.jpg,52.564,0.2,246.557
ISIC_0024664.jpg,72.426,0.175,169.801
ISIC_0024665.jpg,45.149,0.3,216.33
ISIC_0024666.jpg,104.697,0.3,193.54
ISIC_0024667.jpg,81.014,0.2,194.066
ISIC_0024668.jpg,486.106,0.35,202.661
ISIC_0024669.jpg,95.313,0.2,194.474
ISIC_0024670.jpg,53.925,0.2,220.06
ISIC_0024671.jpg,59.736,0.275,234.591
ISIC_0024672.jpg,115.163,0.25,179.389
ISIC_0024673.jpg,123.057,0.15,187.146
ISIC_0024674.jpg,73.218,0.375,182.554
ISIC_0024675.jpg,89.211,0.375,187.782
ISIC_0024676.jpg,103.568,0.15,200.78
ISIC_0024677.jpg,129.49,0.225,194.561
ISIC_0024678.jpg,57.041,0.225,216.43
ISIC_0024679.jpg,174.601,0.275,192.58
ISIC_0024680.jpg,27.645,0.275,211.148
ISIC_0024681.jpg,65.184,0.15,213.874
ISIC_0024682.jpg,115.422,0.325,181.697
ISIC_0024683.jpg,73.184,0.3,159.827
ISIC_0024684.jpg,95.438,0.375,167.537
ISIC_0024685.jpg,86.584,0.225,208.706
ISIC_0024686.jpg,59.406,0.225,220.683
ISIC_0024687.jpg,56.911,0.2,219.997
ISIC_0024688.jpg,62.511,0.325,188.802
ISIC_0024689.jpg,72.016,0.275,220.731
ISIC_0024690.jpg,177.778,0.175,214.194
ISIC_0024691.jpg,53.598,0.275,180.89
ISIC_0024692.jpg,235.357,0.225,202.54
ISIC_0024693.jpg,65.628,0.1,229.939
ISIC_0024694.jpg,83.914,0.325,186.991
ISIC_0024695.jpg,110.803,0.25,187.501
ISIC_0024696.jpg,114.601,0.25,164.936
ISIC_0024697.jpg,129.251,0.4,166.328
ISIC_0024698.jpg,52.381,0.225,175.421
ISIC_0024699.jpg,65.535,0.25,211.197
ISIC_0024700.jpg,162.9,0.275,206.654
ISIC_0024701.jpg,124.316,0.325,210.815
ISIC_0024702.jpg,426.899,0.35,177.453
ISIC_0024703.jpg,62.763,0.25,210.13
ISIC_0024704.jpg,14.842,0.325,214.103
ISIC_0024705.jpg,42.463,0.1,164.127
ISIC_0024706.jpg,58.817,0.325,242.408
ISIC_0024707.jpg,54.675,0.225,172.526
ISIC_0024708.jpg,78.989,0.175,169.025
ISIC_0024709.jpg,106.05,0.2,175.285
ISIC_0024710.jpg,59.287,0.275,221.298
ISIC_0024711.jpg,98.868,0.3,207.601
ISIC_0024712.jpg,64.56,0.375,187.179
ISIC_0024713.jpg,84.036,0.25,205.85
ISIC_0024714.jpg,194.366,0.225,187.969
ISIC_0024715.jpg,44.01,0.225,178.552
ISIC_0024716.jpg,63.475,0.25,157.645
ISIC_0024717.jpg,56.242,0.125,229.787
ISIC_0024718.jpg,49.794,0.325,160.825
ISIC_0024719.jpg,52.638,0.25,213.003
ISIC_0024720.jpg,68.012,0.3,221.036
ISIC_0024721.jpg,65.227,0.3,227.444
ISIC_0024722.jpg,71.799,0.25,216.214
ISIC_0024723.jpg,84.859,0.25,173.605
ISIC_0024724.jpg,80.887,0.2,222.884
ISIC_0024725.jpg,229.157,0.3,209.236
ISIC_0024726.jpg,71.939,0.25,183.744
ISIC_0024727.jpg,67.399,0.25,217.391
ISIC_0024728.jpg,55.864,0.225,237.425
ISIC_0024729.jpg,259.245,0.325,202.536
ISIC_0024730.jpg,87.364,0.325,193.135
ISIC_0024731.jpg,65.447,0.2,199.38
ISIC_0024732.jpg,272.445,0.375,192.34
ISIC_0024733.jpg,93.563,0.15,201.683
ISIC_0024734.jpg,19.361,0.275,164.059
ISIC_0024735.jpg,69.937,0.25,205.838
ISIC_0024736.jpg,68.163,0.25,219.708
ISIC_0024737.jpg,78.128,0.25,212.489
ISIC_0024738.jpg,166.56,0.225,213.159
ISIC_0024739.jpg,110.461,0.2,161.665
ISIC_0024740.jpg,28.314,0.175,178.772
ISIC_0024741.jpg,97.434,0.225,143.408
ISIC_0024742.jpg,57.827,0.175,206.279
ISIC_0024743.jpg,24.726,0.1,222.041
ISIC_0024744.jpg,57.642,0.275,232.331
ISIC_0024745.jpg,103.329,0.275,165.087
ISIC_0024746.jpg,146.611,0.2,176.094
ISIC_0024747.jpg,56.054,0.2,171.418
ISIC_0024748.jpg,312.94,0.4,209.827
ISIC_0024749.jpg,51.88,0.2,221.095
ISIC_0024750.jpg,77.226,0.175,207.702
ISIC_0024751.jpg,99.048,0.2,177.948
ISIC_0024752.jpg,383.52,0.375,187.045
ISIC_0024753.jpg,25.463,0.2,231.003
ISIC_0024754.jpg,64.275,0.175,223.669
ISIC_0024755.jpg,196.178,0.2,202.244
ISIC_0024756.jpg,87.426,0.2,179.102
ISIC_0024757.jpg,178.372,0.35,216.34
ISIC_0024758.jpg,42.45,0.175,176.242
ISIC_0024759.jpg,61.055,0.225,237.881
ISIC_0024760.jpg,130.383,0.2,209.986
ISIC_0024761.jpg,44.186,0.15,156.265
ISIC_0024762.jpg,57.086,0.325,162.759
ISIC_0024763.jpg,36.097,0.2,205.736
ISIC_0024764.jpg,47.673,0.125,241.858
ISIC_0024765.jpg,47.992,0.2,240.199
ISIC_0024766.jpg,64.016,0.2,221.934
ISIC_0024767.jpg,162.584,0.275,167.516
ISIC_0024768.jpg,59.882,0.2,218.043
ISIC_0024769.jpg,259.77,0.35,201.895
ISIC_0024770.jpg,70.979,0.275,171.557
ISIC_0024771.jpg,48.812,0.15,219.671
ISIC_0024772.jpg,48.257,0.2,188.793
ISIC_0024773.jpg,168.533,0.275,171.484
ISIC_0024774.jpg,91.743,0.15,170.413
ISIC_0024775.jpg,79.698,0.25,217.448
ISIC_0024776.jpg,68.768,0.25,210.444
ISIC_0024777.jpg,32.097,0.25,173.151
ISIC_0024778.jpg,50.06,0.25,233.593
ISIC_0024779.jpg,243.805,0.275,182.082
ISIC_0024780.jpg,69.561,0.175,195.384
ISIC_0024781.jpg,14.717,0.2,188.753
ISIC_0024782.jpg,116.025,0.25,181.339
ISIC_0024783.jpg,57.956,0.275,209.628
ISIC_0024784.jpg,23.131,0.175,190.239
ISIC_0024785.jpg,57.775,0.275,233.414
ISIC_0024786.jpg,57.671,0.2,161.636
ISIC_0024787.jpg,38.964,0.125,215.534
ISIC_0024788.jpg,287.122,0.225,205.033
ISIC_0024789.jpg,11.154,0.175,158.02
ISIC_0024790.jpg,21.73,0.25,177.928
ISIC_0024791.jpg,164.83,0.225,217.444
ISIC_0024792.jpg,91.426,0.25,167.796
ISIC_0024793.jpg,71.445,0.275,179.991
ISIC_0024794.jpg,76.257,0.2,201.268
ISIC_0024795.jpg,109.831,0.25,179.655
ISIC_0024796.jpg,63.868,0.225,196.678
ISIC_0024797.jpg,85.607,0.275,192.93
ISIC_0024798.jpg,113.627,0.225,165.107
ISIC_0024799.jpg,75.81,0.375,217.85
ISIC_0024800.jpg,74.797,0.2,190.826
ISIC_0024801.jpg,79.535,0.2,202.444
ISIC_0024802.jpg,58.424,0.275,223.455
ISIC_0024803.jpg,171.538,0.325,216.429
ISIC_0024804.jpg,233.904,0.25,203.252
ISIC_0024805.jpg,130.766,0.325,205.726
ISIC_0024806.jpg,93.058,0.275,191.164
ISIC_0024807.jpg,119.872,0.225,194.267
ISIC_0024808.jpg,25.748,0.3,191.586
ISIC_0024809.jpg,604.135,0.375,133.362
ISIC_0024810.jpg,66.309,0.3,207.864
ISIC_0024811.jpg,51.839,0.25,228.93
ISIC_0024812.jpg,62.078,0.225,222.77
ISIC_0024813.jpg,238.582,0.275,171.927
ISIC_0024814.jpg,161.977,0.225,178.436
ISIC_0024815.jpg,53.729,0.275,223.273
ISIC_0024816.jpg,95.187,0.2,196.833
ISIC_0024817.jpg,56.893,0.2,231.331
ISIC_0024818.jpg,61.799,0.325,161.882
ISIC_0024819.jpg,55.087,0.15,208.949
ISIC_0024820.jpg,60.873,0.275,208.634
ISIC_0024821.jpg,64.053,0.325,181.91
ISIC_0024822.jpg,55.39,0.3,242.8
ISIC_0024823.jpg,434.877,0.375,153.707
ISIC_0024824.jpg,50.821,0.25,161.335
ISIC_0024825.jpg,169.818,0.225,176.575
ISIC_0024826.jpg,56.844,0.25,202.478
ISIC_0024827.jpg,52.49,0.25,162.767
ISIC_0024828.jpg,320.376,0.2,199.06
ISIC_0024829.jpg,58.853,0.15,196.824
ISIC_0024830.jpg,30.935,0.175,204.39
ISIC_0024831.jpg,69.983,0.15,168.052
ISIC_0024832.jpg,2064.545,0.35,147.269
ISIC_0024833.jpg,42.365,0.15,193.265
ISIC_0024834.jpg,57.494,0.325,170.015
ISIC_0024835.jpg,51.291,0.175,245.314
ISIC_0024836.jpg,30.481,0.15,199.715
ISIC_0024837.jpg,45.519,0.275,215.843
ISIC_0024838.jpg,66.694,0.175,179.758
ISIC_0024839.jpg,350.583,0.35,189.261
ISIC_0024840.jpg,55.213,0.275,221.178
ISIC_0024841.jpg,118.532,0.325,179.883
ISIC_0024842.jpg,80.477,0.4,225.518
ISIC_0024843.jpg,60.147,0.3,222.552
ISIC_0024844.jpg,56.942,0.2,210.474
ISIC_0024845.jpg,43.173,0.175,193.904
ISIC_0024846.jpg,63.261,0.25,187.747
ISIC_0024847.jpg,86.05,0.225,191.79
ISIC_0024848.jpg,79.78,0.2,196.656
ISIC_0024849.jpg,79.483,0.2,222.102
ISIC_0024850.jpg,196.076,0.15,188.447
ISIC_0024851.jpg,128.248,0.275,177.777
ISIC_0024852.jpg,61.262,0.225,220.041
ISIC_0024853.jpg,100.168,0.2,191.152
ISIC_0024854.jpg,273.924,0.325,177.937
ISIC_0024855.jpg,46.716,0.3,167.898
ISIC_0024856.jpg,352.614,0.3,218.237
ISIC_0024857.jpg,99.214,0.2,177.576
ISIC_0024858.jpg,52.816,0.2,230.835
ISIC_0024859.jpg,54.767,0.25,220.225
ISIC_0024860.jpg,96.237,0.225,228.609
ISIC_0024861.jpg,58.653,0.2,197.815
ISIC_0024862.jpg,102.883,0.3,182.462
